id,address,city,latitude,longitude,site_score,state_name,county_name,state_and_county,tract,block_group,tot_population_cen_2010,hispanic_cen_2010,nh_blk_alone_cen_2010,nh_aian_alone_cen_2010,nh_asian_alone_cen_2010,nh_nhopi_alone_cen_2010,nh_sor_alone_cen_2010,college_acs_09_13,no_health_ins_acs_09_13,med_hhd_inc_bg_acs_09_13,aggregate_hh_inc_acs_09_13,tot_vacant_units_cen_2010,renter_occp_hu_cen_2010,owner_occp_hu_cen_2010,no_plumb_acs_09_13,med_house_value_bg_acs_09_13,pct_hispanic_cen_2010,pct_nh_blk_alone_cen_2010,pct_nh_aian_alone_cen_2010,pct_nh_asian_alone_cen_2010,pct_nh_nhopi_alone_cen_2010,pct_nh_sor_alone_cen_2010,pct_not_hs_grad_acs_09_13,pct_no_health_ins_acs_09_13,pct_vacant_units_cen_2010,pct_renter_occp_hu_cen_2010,pct_owner_occp_hu_cen_2010,pct_no_plumb_acs_09_13,pct_poc
526,"HWY 34, 2 MI N OF CY, SODA SPRINGS, ID 83276",Soda Springs,42.7447764,-111.5229817,54.77,Idaho,Caribou County,"Idaho, Caribou County",960200,2,1869,60,2,5,2,12,3,247,391,63800,42454600,108,125,549,11,105400,3.21,0.11,0.27,0.11,0.64,0.16,9.79,24.3,13.81,18.55,81.45,1.61,4.5
527,"HWY 67, 10 MI W OF CY, MOUNTAIN HOME, ID 83648",Mountain Home,43.0231222,-115.8712752,57.8,Idaho,Elmore County,"Idaho, Elmore County",960400,2,1316,336,15,17,15,0,6,144,118,44945,25969600,58,151,286,15,146400,25.53,1.14,1.29,1.14,0,0.46,31.55,10.17,11.72,34.55,65.45,2.96,29.56
521,"SILVER VLY                                        , SMELTERVILLE, ID 83837",Smelterville,47.5426993,-116.1815561,54.76,Idaho,Shoshone County,"Idaho, Shoshone County",960300,4,768,38,4,16,0,0,0,33,276,22188,15709200,76,136,226,7,75000,4.95,0.52,2.08,0,0,0,17.47,32.59,17.35,37.57,62.43,1.65,7.55
529,"2 MILES NORTH OF BURTON TWP 1/2 MI WEST, QUINCY, IL 62301",Quincy,39.9420653,-91.3951694,34.21,Illinois,Adams County,"Illinois, Adams County",500,2,1073,9,258,4,3,0,0,84,81,25931,10965100,64,214,166,45,61600,0.84,24.04,0.37,0.28,0,0,17.8,8.53,14.41,56.32,43.68,10.71,25.53
566,"424 FAIRVIEW AVENUE, BELVIDERE, IL 610082308",Belvidere,42.269274,-88.8359453,55.58,Illinois,Boone County,"Illinois, Boone County",10100,1,2573,645,52,6,35,0,3,259,255,64148,52416300,66,189,659,41,155100,25.07,2.02,0.23,1.36,0,0.12,11.8,11.09,7.22,22.29,77.71,4.42,28.8
560,"6505 Logan Avenue, BELVIDERE, IL 61008",Belvidere,42.2497562,-88.8117378,49.91,Illinois,Boone County,"Illinois, Boone County",10400,4,2847,797,113,2,74,0,7,327,274,95887,78570800,83,35,766,0,166900,27.99,3.97,0.07,2.6,0,0.25,10.18,8.78,9.39,4.37,95.63,0,34.88
539,"DEPOT ST &amp; MARQUETTE ST, DEPUE, IL 61356",DePue,41.3242061,-89.3074244,70.71,Illinois,Bureau County,"Illinois, Bureau County",965000,4,737,410,5,1,1,0,0,47,85,32500,12117500,28,77,180,4,73800,55.63,0.68,0.14,0.14,0,0,29.32,10.97,9.82,29.96,70.04,1.34,56.59
571,"7MI N OF SAVANNA ON RTE 84, SAVANNA, IL 61074",Savanna,42.0908222,-90.1342841,42.2,Illinois,Carroll County,"Illinois, Carroll County",960300,1,1132,75,11,3,1,1,1,89,251,28935,24652000,92,135,358,0,69300,6.63,0.97,0.27,0.09,0.09,0.09,18.43,20.57,15.73,27.38,72.62,0,8.14
536,"SOUTH WEBSTER STREET, TAYLORVILLE, IL 62568",Taylorville,39.5449729,-89.2973824,28.95,Illinois,Christian County,"Illinois, Christian County",958400,5,748,18,3,2,3,0,0,89,79,26637,19817100,32,181,159,0,105000,2.41,0.4,0.27,0.4,0,0,17.19,11.74,8.6,53.24,46.76,0,3.48
574,"RTE 1 1MI N OF MARSHALL, MARSHALL, IL 62441",Marshall,39.3914252,-87.6936384,48.78,Illinois,Clark County,"Illinois, Clark County",60200,2,816,12,0,1,1,0,1,157,14,50855,18994400,26,100,279,0,87500,1.47,0,0.12,0.12,0,0.12,17.38,1.61,6.42,26.39,73.61,0,1.83
555,"122ND STREET AND STONY ISLAND AVENUE, CHICAGO, IL 60633",Chicago,41.6736552,-87.5753401,30,Illinois,Cook County,"Illinois, Cook County",838800,2,2561,827,1596,9,2,0,1,108,579,23558,25803700,138,576,317,40,124700,32.29,62.32,0.35,0.08,0,0.04,33.08,22.72,13.39,64.5,35.5,4.02,95.08
558,"RTE 83 &amp; JEANE RD, LEMONT, IL 60439",Lemont,42.0226578,-87.9403883,42.33,Illinois,Cook County,"Illinois, Cook County",805112,1,1838,428,18,5,430,1,6,313,205,43750,33706000,71,473,329,0,181100,23.29,0.98,0.27,23.39,0.05,0.33,9.59,14.34,8.13,58.98,41.02,0,48.31
553,"KRESS CREEK JUST EAST OF EJ&amp;E RR TRACKS, DUPAGE COUNTY, IL 60185",DuPage County,41.8959291,-88.2169027,39.05,Illinois,DuPage County,"Illinois, DuPage County",841501,4,1955,562,10,9,47,0,0,377,353,82500,69962100,22,88,556,0,212000,28.75,0.51,0.46,2.4,0,0,11.06,22.1,3.3,13.66,86.34,0,32.12
554,"ADJACENT TO PLT AT 258 ANN STREET, WEST CHICAGO, IL 60185","DuPage County, West Chicago",41.8847507,-88.2039607,38.15,Illinois,DuPage County,"Illinois, DuPage County",841504,2,1634,584,25,3,29,0,5,260,187,56958,38816100,43,198,373,0,165200,35.74,1.53,0.18,1.77,0,0.31,21.63,12.77,7,34.68,65.32,0,39.53
540,"ROUTE 56, WARRENVILLE, IL 60555",Warrenville,41.8238254,-88.1833382,35.57,Illinois,DuPage County,"Illinois, DuPage County",841603,1,1459,53,27,0,68,0,0,556,68,123015,73738500,16,33,501,9,453100,3.63,1.85,0,4.66,0,0,7.41,4.91,2.91,6.18,93.82,1.65,10.14
532,"1000 SOUTH BLACKJACK ROAD, GALENA, IL 61036",Galena,42.3596424,-90.4005629,48.97,Illinois,Jo Daviess County,"Illinois, Jo Daviess County",20401,2,814,5,0,3,2,0,0,281,3,58631,35403500,118,38,321,0,226900,0.61,0,0.37,0.25,0,0,7.69,0.24,24.74,10.58,89.42,0,1.23
573,"7N 904 ILLINOIS ROUTE 25, ELGIN, IL 60177",South Elgin,41.983863,-88.2685446,42.76,Illinois,Kane County,"Illinois, Kane County",852001,2,1151,45,15,1,24,5,1,482,15,176389,96366400,30,23,398,0,685500,3.91,1.3,0.09,2.09,0.43,0.09,1.42,1.47,6.65,5.46,94.54,0,7.91
538,"ADDRESS UNREPORTED, PEMBROKE TOWNSHIP, IL 60944",Pembroke Township,41.0644415,-87.6273177,42.04,Illinois,Kankakee County,"Illinois, Kankakee County",11000,3,780,26,657,1,4,0,1,61,154,24375,9199500,86,75,217,52,55500,3.33,84.23,0.13,0.51,0,0.13,26.62,24.6,22.75,25.68,74.32,13.4,88.33
543,"HWY 41S PO BOX 1191, GALESBURG, IL 60401",Galesburg,40.9477887,-90.4026217,34.78,Illinois,Knox County,"Illinois, Knox County",500,2,2373,336,1160,4,10,0,0,94,9,72361,14366000,25,85,193,22,120800,14.16,48.88,0.17,0.42,0,0,37.72,0.4,8.25,30.58,69.42,7.83,63.63
577,"1011 WASHINGTON STREET, WAUKEGAN, IL 600855428",Waukegan,42.3596431,-87.8446173,33.23,Illinois,Lake County,"Illinois, Lake County",862402,3,1060,851,74,2,9,0,12,60,401,40500,14943100,28,140,119,27,88200,80.28,6.98,0.19,0.85,0,1.13,41.91,34.1,9.76,54.05,45.95,8.16,89.43
575,"BONNER &amp; GARLAND RD, WAUCONDA, IL 60084",Wauconda,42.2589122,-88.1392474,53.42,Illinois,Lake County,"Illinois, Lake County",864206,1,2339,533,9,4,21,0,4,220,563,50250,51398300,80,255,647,0,172700,22.79,0.38,0.17,0.9,0,0.17,14.46,23.49,8.15,28.27,71.73,0,24.41
550,"GREENWOOD AVE, WAUKEGAN, IL 60085",Waukegan,42.385146,-87.8841769,38.2,Illinois,Lake County,"Illinois, Lake County",861902,2,762,367,42,0,13,1,3,137,172,84375,31102500,16,36,229,0,174500,48.16,5.51,0,1.71,0.13,0.39,27.87,20.8,5.69,13.58,86.42,0,55.9
564,"200 SEA HORSE DR, WAUKEGAN, IL 60085",Waukegan,42.3638305,-87.8196105,,Illinois,Lake County,"Illinois, Lake County",862200,2,2513,1021,752,8,40,1,17,188,330,23750,28488700,130,586,130,25,250700,40.63,29.92,0.32,1.59,0.04,0.68,31.13,14.68,15.37,81.84,18.16,2.76,73.18
544,"55 MCMILLAN ROAD, ANTIOCH, IL 60002",Antioch,42.4728194,-88.0928888,34.68,Illinois,Lake County,"Illinois, Lake County",860810,1,3861,409,193,3,252,6,10,764,454,80950,120065100,74,312,981,0,214400,10.59,5,0.08,6.53,0.16,0.26,5.24,10.71,5.41,24.13,75.87,0,22.62
563,"RTE 6 &amp; RTE 71, OTTAWA AREA, OTTAWA, IL 61350",Ottawa,41.346603,-88.842908,50,Illinois,LaSalle County,"Illinois, LaSalle County",962700,2,587,42,7,3,11,0,0,23,156,12781,6739400,53,211,86,0,90100,7.16,1.19,0.51,1.87,0,0,22.05,24.61,15.14,71.04,28.96,0,10.73
559,"PARTS OF SECT. 10, 11, 14 &amp; 15, T33N-R1E, LA SALLE, IL 61301",La Salle,41.377456,-89.0752499,50,Illinois,LaSalle County,"Illinois, LaSalle County",962100,2,902,43,2,0,12,0,4,152,60,69375,30683500,30,64,296,4,241700,4.77,0.22,0,1.33,0,0.44,3.62,5.99,7.69,17.78,82.22,1.01,6.76
556,"ST VINCENT RD, LA SALLE, IL 61301",La Salle,41.3562861,-89.0964132,42.06,Illinois,LaSalle County,"Illinois, LaSalle County",962100,4,1150,99,8,2,16,0,0,387,52,70517,42118100,23,89,402,0,162900,8.61,0.7,0.17,1.39,0,0,4.53,4.26,4.47,18.13,81.87,0,10.87
547,"SOUTH SEVENTH STREET, LAWRENCEVILLE, IL 62439",Lawrenceville,38.7253935,-87.677959,56.67,Illinois,Lawrence County,"Illinois, Lawrence County",881100,1,647,9,8,6,3,0,0,16,47,24336,5586900,51,92,178,91,39600,1.39,1.24,0.93,0.46,0,0,16.74,12.24,15.89,34.07,65.93,35.27,4.02
537,"3754 CHEMETCO LANE, HARTFORD, IL 62048",Hartford,38.7947723,-90.0976069,30,Illinois,Madison County,"Illinois, Madison County",404100,2,2249,110,35,8,17,4,2,169,257,48640,43187600,48,217,651,116,87300,4.89,1.56,0.36,0.76,0.18,0.09,13.07,13.94,5.24,25,75,12.25,7.84
549,"900 WEST 22ND ST, GRANITE CITY, IL 62040",Granite City,38.7157973,-90.1307797,40.3,Illinois,Madison County,"Illinois, Madison County",400101,1,1453,38,38,2,10,0,0,191,111,62721,36799400,39,188,454,28,110100,2.62,2.62,0.14,0.69,0,0,3.02,7.2,5.73,29.28,70.72,3.88,6.07
561,"16TH &amp; CLEVELAND BLVD, GRANITE CITY, IL 62040",Granite City,38.7157973,-90.1307797,38.11,Illinois,Madison County,"Illinois, Madison County",400101,1,1453,38,38,2,10,0,0,191,111,62721,36799400,39,188,454,28,110100,2.62,2.62,0.14,0.69,0,0,3.02,7.2,5.73,29.28,70.72,3.88,6.07
567,"BOX 263 SMELTER ROAD HIGHWAY 51, SANDOVAL, IL 62882",Sandoval,38.6156043,-89.1142343,30,Illinois,Marion County,"Illinois, Marion County",951800,1,716,13,7,1,4,0,1,64,91,46023,15428800,19,89,208,9,60800,1.82,0.98,0.14,0.56,0,0.14,22.03,15.72,6.01,29.97,70.03,3.11,3.64
576,"DAVIS ROAD, WOODSTOCK, IL 60098",Woodstock,42.2980176,-88.4528628,50.1,Illinois,McHenry County,"Illinois, McHenry County",870902,3,2902,598,74,5,78,1,1,664,276,63846,80700200,98,497,639,0,257700,20.61,2.55,0.17,2.69,0.03,0.03,9.85,9.86,7.94,43.75,56.25,0,26.08
541,"218 INDUSTRIAL PARK DRIVE, HILLSBORO, IL 62049",Hillsboro,39.1596565,-89.473618,50,Illinois,Montgomery County,"Illinois, Montgomery County",957900,4,1358,25,22,0,4,0,0,20,100,35368,19948400,62,200,335,83,65700,1.84,1.62,0,0.29,0,0,13.42,8.76,10.39,37.38,62.62,14.8,3.75
531,"PUBLIC ROAD AND BROADWAY STREET, TAYLOR SPRINGS, IL 62089",Taylor Springs,39.1304765,-89.4940548,30,Illinois,Montgomery County,"Illinois, Montgomery County",958000,4,1002,14,2,2,0,0,0,53,41,46875,16424300,26,60,327,12,86700,1.4,0.2,0.2,0,0,0,9.2,5.07,6.3,15.5,84.5,3.28,1.8
534,"NW1/4 SEC 13 T24N R10E, BYRON, IL 61010",Byron,42.1269692,-89.2556618,33.93,Illinois,Ogle County,"Illinois, Ogle County",961700,2,969,50,13,4,3,0,0,163,127,43984,23214200,32,252,201,21,127900,5.16,1.34,0.41,0.31,0,0,10.02,13.88,6.6,55.63,44.37,4.58,7.22
562,"JUNCTION OF 45TH ST AND COOKSON ROAD, FAIRMONT CITY, IL 62201",Fairmont City,38.6451505,-90.1033613,30,Illinois,St. Clair County,"Illinois, St. Clair County",502100,1,1014,800,5,9,0,0,0,36,276,20673,10700300,21,99,221,0,53600,78.9,0.49,0.89,0,0,0,49.68,28.72,6.16,30.94,69.06,0,80.28
545,"1 HEGELER LANE, DANVILLE, IL 61832",Danville,40.076101,-87.643776,50,Illinois,Vermilion County,"Illinois, Vermilion County",10701,3,1280,25,15,0,6,1,1,65,193,35461,19897000,39,116,342,42,51700,1.95,1.17,0,0.47,0.08,0.08,13.97,13.58,7.85,25.33,74.67,8.17,3.75
551,"HWY 53 &amp; ARSENAL AVE, JOLIET, IL 60434",Joliet,41.5151528,-88.1308445,35.23,Illinois,Will County,"Illinois, Will County",882802,2,1080,264,426,1,5,0,0,127,170,50861,16407000,39,188,130,0,139800,24.44,39.44,0.09,0.46,0,0,11.41,12.56,10.92,59.12,40.88,0,64.43
552,"6MI S OF ELWOOD OFF RTE 53, JOLIET, IL 60434",Joliet,41.5151528,-88.1308445,32.08,Illinois,Will County,"Illinois, Will County",882802,2,1080,264,426,1,5,0,0,127,170,50861,16407000,39,188,130,0,139800,24.44,39.44,0.09,0.46,0,0,11.41,12.56,10.92,59.12,40.88,0,64.43
530,"ROUTE 6 NEAR ROUTE 66, JOLIET, IL 60434",Joliet,41.547559,-88.017879,39.44,Illinois,Will County,"Illinois, Will County",881108,1,4463,320,112,10,37,0,1,923,129,89384,145392300,35,40,1412,30,240800,7.17,2.51,0.22,0.83,0,0.02,2.2,3.03,2.35,2.75,97.25,2.1,10.75
570,"EAST OF STATE ROUTE 148, CARTERVILLE, IL 62959",Carterville,37.7609339,-89.0262716,43.7,Illinois,Williamson County,"Illinois, Williamson County",20300,4,1650,36,58,2,35,0,0,365,92,64167,43730600,33,183,446,29,144800,2.18,3.52,0.12,2.12,0,0,5.69,5.85,4.98,29.09,70.91,4.28,7.94
572,"2613 S 11TH ST, ROCKFORD, IL 61109",Rockford,42.236916,-89.072479,42.24,Illinois,Winnebago County,"Illinois, Winnebago County",2000,1,838,203,63,6,10,0,0,10,306,22026,9842500,49,125,199,0,63200,24.22,7.52,0.72,1.19,0,0,37.05,30.06,13.14,38.58,61.42,0,33.65
528,"EAST OF LINDENWOOD RD, MORRISTOWN, IL 61109",Morristown,42.1748358,-89.0620159,31.98,Illinois,Winnebago County,"Illinois, Winnebago County",3705,4,747,63,4,3,20,0,0,80,104,33990,16405300,14,27,275,0,109800,8.43,0.54,0.4,2.68,0,0,17.99,12,4.43,8.94,91.06,0,12.05
548,"NW OF MAGNOLIA &amp; PEOPLES AVE, ROCKFORD, IL 61109",Rockford,42.1831084,-89.0657027,46.01,Illinois,Winnebago County,"Illinois, Winnebago County",3705,4,747,63,4,3,20,0,0,80,104,33990,16405300,14,27,275,0,109800,8.43,0.54,0.4,2.68,0,0,17.99,12,4.43,8.94,91.06,0,12.05
565,"BAXTER &amp; LINDENWOOD RD, ROCKFORD, IL 61109",Rockford,42.1831084,-89.0657027,45.91,Illinois,Winnebago County,"Illinois, Winnebago County",3705,4,747,63,4,3,20,0,0,80,104,33990,16405300,14,27,275,0,109800,8.43,0.54,0.4,2.68,0,0,17.99,12,4.43,8.94,91.06,0,12.05
533,"1165 PRAIRIE HILL RD, ROCKTON, IL 61072",Rockton,42.4722848,-89.0643339,52.08,Illinois,Winnebago County,"Illinois, Winnebago County",4002,1,980,32,10,0,5,0,0,231,114,69191,31902100,28,96,322,0,115500,3.27,1.02,0,0.51,0,0,4.17,10.67,6.28,22.97,77.03,0,4.8
589,"5225 OLD MAUMEE RD, FORT WAYNE, IN 46803",Fort Wayne,41.075831,-85.070568,42.47,Indiana,Allen County,"Indiana, Allen County",11201,2,776,40,34,8,2,0,2,19,370,25469,8954900,51,155,177,10,18200,5.15,4.38,1.03,0.26,0,0.26,41.2,43.02,13.32,46.69,53.31,2.94,11.08
592,"Intersection of Jonesville Road (State Road 11), GARDEN CITY, IN 47201",Garden City,39.1569984,-85.9237788,50,Indiana,Bartholomew County,"Indiana, Bartholomew County",11500,2,3753,298,77,1,131,7,5,589,764,62218,95772100,109,200,1083,43,117200,7.94,2.05,0.03,3.49,0.19,0.13,9.75,17.88,7.83,15.59,84.41,2.93,13.83
587,"865 SOUTH STATE ROAD 421, ZIONSVILLE, IN 46077",Zionsville,39.9508733,-86.261937,46.44,Indiana,Boone County,"Indiana, Boone County",810605,3,759,18,2,0,9,0,0,297,106,78917,48962200,29,115,237,0,286800,2.37,0.26,0,1.19,0,0,0,12.51,7.61,32.67,67.33,0,3.82
611,"985 S ST RD 421, ZIONSVILLE, IN 46077",Zionsville,39.9508733,-86.261937,46.04,Indiana,Boone County,"Indiana, Boone County",810605,3,759,18,2,0,9,0,0,297,106,78917,48962200,29,115,237,0,286800,2.37,0.26,0,1.19,0,0,0,12.51,7.61,32.67,67.33,0,3.82
604,"1120 N MAIN ST, ELKHART, IN 46514",Elkhart,41.6972096,-85.9750645,42.49,Indiana,Elkhart County,"Indiana, Elkhart County",1601,2,1818,255,164,4,6,1,3,113,667,38134,38540100,121,243,463,0,79700,14.03,9.02,0.22,0.33,0.06,0.17,20.55,28.89,14.63,34.42,65.58,0,23.83
610,"NORTH SHORE DRIVE, ELKHART, IN 46514",Elkhart,41.7544008,-85.9583445,50,Indiana,Elkhart County,"Indiana, Elkhart County",1701,1,3361,187,180,11,53,0,0,524,442,43223,74389000,128,468,940,0,144200,5.56,5.36,0.33,1.58,0,0,9.53,12.52,8.33,33.24,66.76,0,12.83
603,"IN THE VICINITY OF 1619 AVALON STREET, Elkhart, IN 46516",Elkhart,41.6792072,-85.9406745,50,Indiana,Elkhart County,"Indiana, Elkhart County",1901,1,811,145,106,1,11,1,1,31,106,34152,14172400,59,163,169,47,66100,17.88,13.07,0.12,1.36,0.12,0.12,21.41,11.31,15.09,49.1,50.9,9.42,32.67
583,"SR 33, ELKHART, IN 46514",Elkhart,41.6670237,-86.0321982,42.24,Indiana,Elkhart County,"Indiana, Elkhart County",1400,2,3881,185,113,7,22,0,8,332,409,48178,80275700,95,206,1143,153,117500,4.77,2.91,0.18,0.57,0,0.21,10.88,10.01,6.58,15.27,84.73,10.57,8.64
594,"COUNTY ROAD 10 AND NAPANEE EXTENSION, ELKHART, IN 46514",Elkhart,41.7204299,-85.9815339,42.31,Indiana,Elkhart County,"Indiana, Elkhart County",1601,3,1840,308,157,6,24,0,4,238,210,44515,53425200,179,669,173,0,126900,16.74,8.53,0.33,1.3,0,0.22,17.74,9.59,17.53,79.45,20.55,0,27.12
600,"LANE STREET AT COUNTY ROAD 106, ELKHART, IN 46514",Elkhart,41.7168422,-85.920998,40.53,Indiana,Elkhart County,"Indiana, Elkhart County",1802,1,822,60,26,1,14,1,0,140,0,74089,20116500,15,16,288,0,133000,7.3,3.16,0.12,1.7,0.12,0,11.68,0,4.7,5.26,94.74,0,12.4
605,"2627-2629 CENTRAL AVE, MARION, IN 46952",Marion,40.5399839,-85.634317,35.25,Indiana,Grant County,"Indiana, Grant County",900,1,1766,77,116,6,5,1,6,82,378,27303,20739700,71,152,537,19,64900,4.36,6.57,0.34,0.28,0.06,0.34,19.29,24.97,9.34,22.06,77.94,2.78,11.95
597,"INTERSECTION OF S. ELIZABETH ST. AND E. VAILE AVE, KOKOMO, IN 46901-4900",Kokomo,40.479408,-86.114281,50,Indiana,Howard County,"Indiana, Howard County",1200,1,1013,26,67,1,9,0,3,0,275,20833,9781000,109,249,225,35,61400,2.57,6.61,0.1,0.89,0,0.3,19.71,28.15,18.7,52.53,47.47,6.39,10.47
584,"W MARKLAND AVE, KOKOMO, IN 46902",Kokomo,40.4763509,-86.148017,31.85,Indiana,Howard County,"Indiana, Howard County",900,2,834,18,58,6,0,0,0,76,235,24744,12074300,64,123,199,0,66600,2.16,6.95,0.72,0,0,0,12.99,22.51,16.58,38.2,61.8,0,9.83
616,"G AVE WEST - FREEMAN MUNICIPAL AIRPORT, SEYMOUR, IN 47274",Seymour,38.9592201,-85.8902547,,Indiana,Jackson County,"Indiana, Jackson County",967800,1,922,130,30,6,0,0,2,74,183,34395,17212600,71,213,147,0,79100,14.1,3.25,0.65,0,0,0.22,18.07,18.67,16.47,59.17,40.83,0,18.22
614,"US HIGHWAY 41N, VINCENNES, IN 47591",Vincennes,38.6609656,-87.5108472,40.63,Indiana,Knox County,"Indiana, Knox County",955900,1,1821,33,56,0,9,0,0,81,72,42273,28951300,30,238,416,0,119000,1.81,3.08,0,0.49,0,0,6.84,4.43,4.39,36.39,63.61,0,5.38
599,"RURAL ROUTE 1, CLAYPOOL, IN 46510",Claypool,41.129211,-85.8805466,34.1,Indiana,Kosciusko County,"Indiana, Kosciusko County",962500,1,1567,34,9,4,6,0,0,77,128,60625,34442900,81,104,468,28,98400,2.17,0.57,0.26,0.38,0,0,21.05,10.14,12.4,18.18,81.82,3.92,3.38
542,"150 MARBLE STREET, CALUMET CITY, IL 60409",Calumet City,41.6292837,-87.5205281,30,Indiana,Lake County,"Indiana, Lake County",20400,2,1078,621,144,1,0,0,0,45,268,28047,11561400,44,160,185,27,76700,57.61,13.36,0.09,0,0,0,34.04,23.3,11.31,46.38,53.62,6.35,71.06
618,"5300 Kennedy Avenue, Lake County, Indiana 46312",East Chicago,41.616662,-87.465293,58.31,Indiana,Lake County,"Indiana, Lake County",30300,2,1797,325,1396,0,0,0,0,42,371,11358,8878800,148,487,104,63,62800,18.09,77.69,0,0,0,0,24.59,22.18,20.03,82.4,17.6,8.43,95.78
593,"479 N. CLINE AVENUE, GARY, IN 46406",Gary,41.6131208,-87.4289788,30,Indiana,Lake County,"Indiana, Lake County",10304,4,700,122,545,0,3,0,0,87,175,26111,14656700,80,89,188,46,45000,17.43,77.86,0,0.43,0,0,31.24,18.78,22.41,32.13,67.87,13.61,95.72
607,"5900 INDUSTRIAL HIGHWAY, GARY, IN 46406",Gary,41.6217038,-87.4102498,30.16,Indiana,Lake County,"Indiana, Lake County",10304,4,700,122,545,0,3,0,0,87,175,26111,14656700,80,89,188,46,45000,17.43,77.86,0,0.43,0,0,31.24,18.78,22.41,32.13,67.87,13.61,95.72
606,"7400 W 15TH AVE, GARY, IN 46401",Gary,41.588321,-87.427835,46.44,Indiana,Lake County,"Indiana, Lake County",10302,3,2060,88,1902,1,4,0,2,153,254,31938,28197100,107,511,314,48,73000,4.27,92.33,0.05,0.19,0,0.1,17.76,13.53,11.48,61.94,38.06,5.63,96.94
609,"7357 W NINTH AVE, GARY, IN 46402",Gary,41.5953307,-87.4306844,40.32,Indiana,Lake County,"Indiana, Lake County",10302,3,2060,88,1902,1,4,0,2,153,254,31938,28197100,107,511,314,48,73000,4.27,92.33,0.05,0.19,0,0.1,17.76,13.53,11.48,61.94,38.06,5.63,96.94
578,"420 SOUTH COLFAX AVENUE, GRIFFITH, IN 46319",Griffith,41.5143913,-87.4163274,34.98,Indiana,Lake County,"Indiana, Lake County",40900,2,986,104,34,7,1,0,0,84,131,81250,29428600,20,38,313,0,153500,10.55,3.45,0.71,0.1,0,0,4.72,13.03,5.39,10.83,89.17,0,14.81
598,"3615 WEST 25TH AVENUE, GARY, IN 46404",Gary,41.573356,-87.3812543,38.21,Indiana,Lake County,"Indiana, Lake County",11100,2,1313,10,1287,0,0,0,0,220,162,42163,28629800,37,51,469,81,85800,0.76,98.02,0,0,0,0,13.73,11.96,6.64,9.81,90.19,14.31,98.78
588,"PO BOX 684 KINGSBURY IND PK, LA PORTE, IN 46350",La Porte,41.611143,-86.7227195,52.05,Indiana,LaPorte County,"Indiana, LaPorte County",42300,2,1308,105,198,4,5,0,0,76,240,25613,14471000,118,373,111,36,78300,8.03,15.14,0.31,0.38,0,0,21.53,18.28,19.6,77.07,22.93,5.99,23.86
582,"STATE ROAD 2 AND HIGHWAY 421, WESTVILLE, IN 46391",Westville,41.5464533,-86.8970641,58.91,Indiana,LaPorte County,"Indiana, LaPorte County",42600,2,1537,88,11,2,5,0,0,120,116,63021,21502700,26,88,480,0,147600,5.73,0.72,0.13,0.33,0,0,3.63,13.06,4.38,15.49,84.51,0,6.91
620,"INTERSECTION OF WEST VERMONT ST AND COSSELL ROAD, INDIANAPOLIS, IN 46222",Indianapolis,39.7722674,-86.2461926,50,Indiana,Marion County,"Indiana, Marion County",341700,4,1306,108,36,10,9,0,0,102,405,30787,18505900,57,238,313,0,67500,8.27,2.76,0.77,0.69,0,0,29.49,32.27,9.38,43.19,56.81,0,12.49
615,"1500 S TIBBS AVE, INDIANAPOLIS, IN 46241",Indianapolis,39.7441548,-86.2184005,34.03,Indiana,Marion County,"Indiana, Marion County",342400,1,1608,102,30,2,6,0,1,50,601,35037,27450700,98,236,363,23,66000,6.34,1.87,0.12,0.37,0,0.06,33.83,31.43,14.06,39.4,60.6,3.25,8.76
596,"INTERSECTION OF N. KEYSTONE AVE, INDIANAPOLIS, IN 46205",Indianapolis,39.9198877,-86.1080616,50,Indiana,Marion County,"Indiana, Marion County",320204,3,1084,38,49,2,44,0,0,420,103,71763,51248400,65,382,198,0,150500,3.51,4.52,0.18,4.06,0,0,4.25,7.07,10.08,65.86,34.14,0,12.27
601,"LEMON LANE, BLOOMINGTON, IN 47401",Bloomington,39.1754272,-86.5587907,29.31,Indiana,Monroe County,"Indiana, Monroe County",602,2,857,45,88,2,14,0,2,75,145,19918,9838900,32,286,98,11,13400,5.25,10.27,0.23,1.63,0,0.23,13.71,16.22,7.69,74.48,25.52,2.39,17.61
581,"ST RTE 37 &amp; ST RTE 46, BLOOMINGTON, IN 47401",Bloomington,39.165325,-86.5263857,32.55,Indiana,Monroe County,"Indiana, Monroe County",202,1,3643,130,273,1,481,0,8,64,328,6654,473600,1,12,0,0,,3.57,7.49,0.03,13.2,0,0.22,0,9.94,7.69,100,0,0,24.51
608,"HWY #48, BLOOMINGTON, IN 47401",Bloomington,39.165325,-86.5263857,42.93,Indiana,Monroe County,"Indiana, Monroe County",202,1,3643,130,273,1,481,0,8,64,328,6654,473600,1,12,0,0,,3.57,7.49,0.03,13.2,0,0.22,0,9.94,7.69,100,0,0,24.51
612,"INTERSECTION OF PIKE AND MULBERRY STREET, MARTINSVILLE, IN 46151",Martinsville,39.428803,-86.429867,50,Indiana,Morgan County,"Indiana, Morgan County",510900,2,1476,16,1,6,0,0,0,33,256,24107,14990800,98,403,237,38,81500,1.08,0.07,0.41,0,0,0,40.77,22.86,13.28,62.97,37.03,6.19,1.56
